ID,Topic,Source,Question,Translation,South_Korea,China,Spain,Indonesia,Iran,West_Java
Jod-ch-50,Work life,Chinese (China),"What is the average commute time (in minutes) for people in your country? (Provide Arabic numerals (e.g., 1) only.)","What is the average commute time (in minutes) for people in the US? (Provide Arabic numerals (e.g., 1) only.)",미국 사람들의 평균 편도 통근 시간은 몇 분인가요? (아라비아 숫자(예: 1)만 기재해 주세요.),美国人的平均通勤时间是多少（分钟）？(只提供阿拉伯数字（例如，1）。）,"¿Cuál es el tiempo medio de desplazamiento (en minutos) para ir a trabajar en EE.UU.? (indicar sólo con un número (por ejemplo, 1).)","Berapa rata-rata waktu perjalanan dari rumah ke tempat kerja (dalam menit) untuk orang-orang di AS? (Berikan angka Arab (contoh, 1) saja.)",در ایالات متحده میانگین زمان سفر به محل کار (به دقیقه) برای مردم چقدر است؟ (فقط اعداد عربی (مثلاً 1) را وارد کنید.),"Sabaraha rata-rata waktos di jalan indit-balik (dina menit) pikeun jalma di AS? (Pasihkeun nomer Arab (contona, 1) hungkul.)"
Jod-ch-51,Work life,Chinese (China),What is the most common transportation that people take to get to work in your country?,What is the most common transportation that people take to get to work in the US?,미국에서 사람들이 출근할 때 가장 많이 이용하는 교통수단은 무엇인가요?,在美国，人们上班最常用的交通工具是什么？,¿Cuál es el medio de transporte más común que la gente utiliza para ir al trabajo en EE.UU.?,Apa alat transportasi yang paling umum digunakan orang untuk pergi ke tempat kerja di AS?,متداول‌ترین وسیله نقلیه‌ای که مردم برای رفتن به سر کار در آمریکا استفاده می‌کنند چیست؟,Naon moda transportasi anu pang umumna dipaké ku jalma-jalma pikeun indit gawé di AS?
Jod-ch-54,Work life,Chinese (China),"How long (in days) is the marriage leave in your country? (Provide Arabic numerals (e.g., 12) only.)","How long (in days) is the marriage leave in the US? (Provide Arabic numerals (e.g., 12) only.)",미국의 결혼 휴가는 며칠입니까? (아라비아 숫자(예: 12)로만 기재해 주세요.),美国的婚假有多少天？（只提供阿拉伯数字，例如：12。）,"¿Cuántos días dura el permiso por matrimonio en EE.UU.? (Proporciona la respuesta en números, por ejemplo, 12.)","Berapa lama (dalam hari) cuti pernikahan di AS? (Berikan hanya angka Arab (misalnya, 12).)",مرخصی عروسی در آمریکا چند روز است؟ (فقط عدد عربی (مثلا 12) ارائه دهید.),"Sabaraha lami (dina poé) cuti nikah di AS? (Pasihkeun angka Arab (contona, 12) hungkul.)"
Jod-ch-56,Work life,Chinese (China),"What is the typical retirement age for women in your country? (Provide Arabic numerals (e.g., 12) only.)","What is the typical retirement age for women in the US? (Provide Arabic numerals (e.g., 12) only.)",미국 여성들의 전형적인 은퇴 연령은 몇 살입니까? (아라비아 숫자(예: 12)만 기재해 주세요.),美国女性的典型退休年龄是多少？（只提供阿拉伯数字（例如，12）。）,"¿Cuál es la edad de jubilación típica para las mujeres en EE.UU.? (Proporciona la respuesta en números (por ejemplo, 12).)","Berapa usia pensiun yang umum untuk perempuan di AS? (Berikan hanya angka Arab (contoh, 12).)",سن بازنشستگی معمول برای زنان در آمریکا چند سال است؟ (فقط عدد عربی (مثلا 12) بنویسید.),"Sabaraha umur pensiunan anu umum pikeun awéwé di AS? (Pasihkeun angka Arab (contona, 12) hungkul.)"
Jod-ch-57,Work life,Chinese (China),"What is the typical retirement age for men in your country? (Provide Arabic numerals (e.g., 12) only.)","What is the typical retirement age for men in the US? (Provide Arabic numerals (e.g., 12) only.)",미국 남성의 전형적인 은퇴 연령은 몇 살입니까? (아라비아 숫자(예: 12)만 기재해 주세요.),美国男性的典型退休年龄是多少？（只提供阿拉伯数字（例如，12）。）,"¿Cuál es la edad de jubilación típica para los hombres en EE.UU.? (Proporciona la respuesta en números (por ejemplo, 12).)","Berapa usia pensiun yang umum untuk pria di AS? (Berikan hanya angka Arab (contoh, 12).)",سن بازنشستگی معمول برای مردان در آمریکا چند سال است؟ (فقط اعداد عربی (مثلاً 12) را ارائه دهید.),"Sabaraha umur pensiunan anu umum pikeun lalaki di AS? (Pasihkeun angka Arab wungkul (contona, 12).)"
Jod-ch-58,Work life,Chinese (China),Which profession is the most respected in your country?,Which profession is the most respected in the US?,미국에서 가장 존경받는 직업은 무엇입니까?,在美国，哪个职业最受尊敬？,¿Cuál es la profesión más respetada en EE.UU.?,Profesi apa yang paling dihormati di AS?,کدام حرفه در آمریکا بیشترین احترام را دارد؟,Padaleman naon nu pang dihargaan di AS?
Jod-ch-60,Work life,Chinese (China),What is the duration (in hours) of a typical workday in your country? (Provide Arabic numerals (0~24) only.),What is the duration (in hours) of a typical workday in the US? (Provide Arabic numerals (0~24) only.),미국 사람들의 일평균 근무시간은 몇 시간인가요?(아라비아 숫자(0~24)만 기재해 주세요.),美国的典型工作日时长（以小时计）是多少？（仅提供阿拉伯数字（0~24））。,¿Cuál es la duración (en horas) de una jornada laboral típica en EE.UU.? (Proporciona la respuesta en números (0~24).),Berapa lama (dalam jam) durasi hari kerja yang tipikal di AS? (Berikan hanya angka Arab (0~24) saja.),مدت زمان (به ساعت) یک روز کاری معمولی در آمریکا چقدر است؟ (فقط اعداد عربی (0 تا 24) را ارائه دهید.),Sabaraha lila (dina jam) umumna jam gawé poean di AS? (Pasihkeun angka Arab (0~24) hungkul.)
Jod-ch-61,Work life,Chinese (China),Which occupation is most preferred among females in your country?,Which occupation is most preferred among females in the US?,미국 여성들이 가장 선호하는 직업은 무엇입니까?,在美国，女性最偏爱的职业是哪个？,¿Cuál es la ocupación más preferida entre las mujeres en EE.UU.?,Pekerjaan apa yang paling disukai oleh perempuan di AS?,کدام شغل در میان زنان در آمریکا بیشتر مورد ترجیح است؟,Padamelan naon nu pang dipikaresep ku awéwé di AS?
Jod-ch-62,Work life,Chinese (China),Which occupation is most preferred among males in your country?,Which occupation is most preferred among males in the US?,미국 남성들이 가장 선호하는 직업은 무엇입니까?,在美国，男性最偏爱哪种职业？,¿Cuál es la ocupación más preferida entre los hombres en EE.UU.?,Pekerjaan apa yang paling disukai oleh pria di AS?,کدام شغل در میان مردان در آمریکا بیشتر مورد ترجیح قرار می‌گیرد؟,Padamelan naon nu pang dipikaresep ku lalaki di AS?
Ki-pe-17,Education,Persian (Iran),"On average, how far do students typically pursue their education in your country? (e.g., elementary, high school)","On average, how far do students typically pursue their education in the US? (e.g., elementary, high school)","평균적으로 미국 학생들은 보통 어느 정도까지 교육을 받나요? (예: 초등학교, 고등학교)",通常情况下，美国学生平均接受多长时间的教育？（例如，小学、高中）,"¿Hasta qué nivel suelen estudiar los estudiantes en EE.UU. de media? (por ejemplo, primaria, secundaria)","Rata-rata, sejauh mana biasanya siswa mengejar pendidikan mereka di AS? (misalnya, sekolah dasar, sekolah menengah atas)",در ایالات متحده به طور متوسط، دانش‌آموزان تا چه مرحله‌ای از تحصیلات خود را ادامه می‌دهند؟ (مثلاً دبستان، دبیرستان),"Sacara rata-rata, sabaraha jauh murid-murid di AS biasana nuluykeun atikanana? (contona, sakola dasar, sakola menengah)"
Ki-pe-24,Education,Persian (Iran),What language is taught in schools in your country besides English?,What language is taught in schools in the US besides English?,미국의 학교에서 학생들은 영어 외에 어떤 언어를 배우나요?,在美国的学校里除了英语之外还教授哪种语言？,¿Qué idioma se enseña en las escuelas de EE. UU. además del inglés?,Bahasa apa yang diajarkan di sekolah-sekolah di AS selain Bahasa Inggris?,در آمریکا به جز انگلیسی، چه زبان‌هایی در مدارس تدریس داده می‌شود؟,Basa naon nu diajarkeun di sakola-sakola di AS salian ti Basa Inggris?
Ki-pe-30,Education,Persian (Iran),What days of the week are schools closed in your country?,What days of the week are schools closed in the US?,미국의 학교는 어느 요일에 닫혀있나요?,美国的学校一般在星期几休息？,¿Qué días de la semana están cerradas las escuelas en EE. UU.?,Pada hari apa saja sekolah-sekolah di AS tutup?,در آمریکا مدارس چه روزهایی از هفته تعطیل هستند؟,Poé naon waé dina saminggu sakola-sakola di AS téh libur?
Ki-pe-32,Food,Persian (Iran),What food do the hosts usually prepare for the guests in your country?,What food do the hosts usually prepare for the guests in the US?,미국에서 보통 손님들을 위해 어떤 음식을 준비하나요?,在美国，主人通常为客人准备什么食物？,¿Qué comida suelen preparar los anfitriones para los invitados en EE.UU.?,Makanan apa yang biasanya disiapkan oleh tuan rumah untuk para tamu di AS?,معمولاً میزبان‌ها در آمریکا چه غذاهایی برای مهمان‌ها تهیه می‌کنند؟,Naon kadaharan anu biasana disayogikeun ku nu boga hajat pikeun tamu di AS?
Ki-pe-34,Food,Persian (Iran),What is the usual drink in the breakfast in your country?,What is the usual drink in the breakfast in the US?,미국의 아침 식사에서 보통 무엇을 마시나요?,在美国，早餐通常喝什么？,¿Cuál es la bebida habitual en el desayuno en EE. UU.?,Apa minuman yang biasa diminum saat sarapan di AS?,معمولاً در آمریکا چه نوشیدنی‌ای برای صبحانه می‌نوشند؟,Naon inuman anu biasa diinum nalika nyarap di AS?
Ki-pe-36,Food,Persian (Iran),"Except the food original from your country, which country's food is more popular in your country?","Except the food original from the US, which country's food is more popular in the US?","미국 음식을 제외하고, 미국에서 어느 나라 음식이 인기가 많나요?",除了源自美国的食物，哪个国家的食物在美国更受欢迎？,"Exceptuando la comida originaria de EE.UU., ¿qué cocina (de qué país) es más popular en EE.UU.?","Selain makanan asli dari AS, makanan dari negara mana yang lebih populer di AS?",به جز غذاهای بومی در آمریکا، غذای کدام کشور در آمریکا محبوب‌تر است؟,"Salian ti kadaharan asli ti AS, kadaharan ti nagara mana nu leuwih populér di AS?"
Ki-pe-39,Food,Persian (Iran),What food is usually prepared for a family picnic in your country?,What food is usually prepared for a family picnic in the US?,미국에서 가족 소풍에 보통 어떤 음식을 준비하나요?,在美国，家庭野餐通常准备什么食物？,¿Qué comida se suele preparar para un picnic familiar en EE. UU.?,Makanan apa yang biasanya disiapkan untuk piknik keluarga di AS?,معمولاً چه غذاهایی برای پیک‌نیک خانوادگی در آمریکا تهیه می‌شود؟,Naon kadaharan anu biasa disiapkeun pikeun piknik kulawarga di AS?
Ki-pe-40,Food,Persian (Iran),Which food from your country is considered disgusting by the rest of the world?,Which food from the US is considered disgusting by the rest of the world?,미국의 어떤 음식이 다른 나라 사람들에게 혐오스럽게 여겨지나요?,哪些来自美国的食物被世界其他地方认为是令人厌恶的？,¿Qué comida de Estados Unidos se considera asquerosa por el resto del mundo?,Makanan apa dari AS yang dianggap menjijikkan oleh negara-negara lain di dunia?,کدام غذا در آمریکا از نظر بقیه جهان نفرت‌انگیز تلقی می‌شود؟,Panganan naon ti AS anu dianggap henteu pikaresepeun ku jalma-jalma di dunya?
Ki-pe-43,Food,Persian (Iran),What is the name of the popular bread in your country?,What is the name of the popular bread in the US?,미국에서 어떤 빵이 인기가 많나요?,美国的流行面包叫什么名字？,¿Cómo se llama el pan popular en EE.UU.?,Apa nama roti yang populer di AS?,نام نان محبوب در آمریکا چیست؟,Naon ngaran roti populér di AS?
